"","Account_status","Duration","Credit_history","Purpose","Credit_amount","Savings_bonds","Present_employment_since","Installment_rate","Other_debtors_guarantors","Resident_since","Property","Age","Other_installment_plans","Housing","Existing_credits","Job","People_maintenance_for","Telephone","Foreign_worker","Credit_risk","Gender"
"895","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1169,"unknown / no savings account","1  <= ... < 4 years",4,"none",3,"building society savings agreement / life insurance",29,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"896","no checking account",36,"delay in paying off in the past","car (used)",8947,"unknown / no savings account","4  <= ... < 7 years",3,"none",2,"car or other",31,"stores","own",1,"management / self-employed / highly qualified employee / officer",2,"yes","yes",1,"Female"
"897","< 0 DM",21,"existing credits paid back duly till now","radio / television",2606,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",28,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Male"
"898","no checking account",12,"critical account / other credits existing (not at this bank)","furniture / equipment",1592,">= 1000 DM","4  <= ... < 7 years",3,"none",2,"building society savings agreement / life insurance",35,"none","own",1,"skilled employee / official",1,"none","no",1,"Male"
"899","no checking account",15,"existing credits paid back duly till now","furniture / equipment",2186,"unknown / no savings account","4  <= ... < 7 years",1,"none",4,"real estate",33,"bank","rent",1,"unskilled - resident",1,"none","yes",1,"Male"
"900","< 0 DM",18,"existing credits paid back duly till now","furniture / equipment",4153,"< 100 DM","1  <= ... < 4 years",2,"co-applicant",3,"car or other",42,"none","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"901","< 0 DM",16,"critical account / other credits existing (not at this bank)","car (new)",2625,"< 100 DM",">= 7 years",2,"guarantor",4,"building society savings agreement / life insurance",43,"bank","rent",1,"skilled employee / official",1,"yes","yes",0,"Female"
"902","no checking account",20,"critical account / other credits existing (not at this bank)","car (new)",3485,"unknown / no savings account","< 1 year",2,"none",4,"real estate",44,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"903","no checking account",36,"critical account / other credits existing (not at this bank)","car (used)",10477,"unknown / no savings account",">= 7 years",2,"none",4,"unknown / no property",42,"none","for free",2,"skilled employee / official",1,"none","yes",1,"Female"
"904","no checking account",15,"existing credits paid back duly till now","radio / television",1386,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"real estate",40,"none","rent",1,"skilled employee / official",1,"yes","yes",1,"Female"
"905","no checking account",24,"existing credits paid back duly till now","radio / television",1278,"< 100 DM",">= 7 years",4,"none",1,"real estate",36,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"906","< 0 DM",12,"existing credits paid back duly till now","radio / television",1107,"< 100 DM","1  <= ... < 4 years",2,"none",2,"real estate",20,"none","rent",1,"management / self-employed / highly qualified employee / officer",2,"yes","yes",1,"Female"
"907","< 0 DM",21,"existing credits paid back duly till now","car (new)",3763,"unknown / no savings account","4  <= ... < 7 years",2,"co-applicant",2,"real estate",24,"none","own",1,"unskilled - resident",1,"none","no",1,"Female"
"908","0 < ... <  200 DM",36,"existing credits paid back duly till now","education",3711,"unknown / no savings account","1  <= ... < 4 years",2,"none",2,"car or other",27,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"909","no checking account",15,"delay in paying off in the past","car (used)",3594,"< 100 DM","< 1 year",1,"none",2,"building society savings agreement / life insurance",46,"none","own",2,"unskilled - resident",1,"none","yes",1,"Male"
"910","0 < ... <  200 DM",9,"existing credits paid back duly till now","car (new)",3195,"unknown / no savings account","1  <= ... < 4 years",1,"none",2,"real estate",33,"none","own",1,"unskilled - resident",1,"none","yes",1,"Male"
"911","no checking account",36,"delay in paying off in the past","radio / television",4454,"< 100 DM","1  <= ... < 4 years",4,"none",4,"real estate",34,"none","own",2,"skilled employee / official",1,"none","yes",1,"Male"
"912","0 < ... <  200 DM",24,"critical account / other credits existing (not at this bank)","furniture / equipment",4736,"< 100 DM","< 1 year",2,"none",4,"car or other",25,"bank","own",1,"unskilled - resident",1,"none","yes",0,"Male"
"913","0 < ... <  200 DM",30,"existing credits paid back duly till now","radio / television",2991,"unknown / no savings account",">= 7 years",2,"none",4,"car or other",25,"none","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"914","no checking account",11,"existing credits paid back duly till now","business",2142,">= 1000 DM",">= 7 years",1,"none",2,"real estate",28,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"915","< 0 DM",24,"all credits at this bank paid back duly","business",3161,"< 100 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",31,"none","rent",1,"skilled employee / official",1,"yes","yes",0,"Female"
"916","0 < ... <  200 DM",48,"no credits taken / all credits paid back duly","others",18424,"< 100 DM","1  <= ... < 4 years",1,"none",2,"building society savings agreement / life insurance",32,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","no",0,"Male"
"917","no checking account",10,"existing credits paid back duly till now","car (used)",2848,"100 <= ... <  500 DM","1  <= ... < 4 years",1,"co-applicant",2,"real estate",32,"none","own",1,"skilled employee / official",2,"none","yes",1,"Female"
"918","< 0 DM",6,"existing credits paid back duly till now","car (new)",14896,"< 100 DM",">= 7 years",1,"none",4,"unknown / no property",68,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"919","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",2359,"100 <= ... <  500 DM","unemployed",1,"none",1,"building society savings agreement / life insurance",33,"none","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"920","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",3345,"< 100 DM",">= 7 years",4,"none",2,"building society savings agreement / life insurance",39,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"921","no checking account",18,"critical account / other credits existing (not at this bank)","furniture / equipment",1817,"< 100 DM","1  <= ... < 4 years",4,"none",2,"unknown / no property",28,"none","own",2,"skilled employee / official",1,"none","yes",1,"Male"
"922","no checking account",48,"delay in paying off in the past","radio / television",12749,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",1,"car or other",37,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"923","< 0 DM",9,"existing credits paid back duly till now","radio / television",1366,"< 100 DM","< 1 year",3,"none",4,"building society savings agreement / life insurance",22,"none","rent",1,"skilled employee / official",1,"none","yes",0,"Male"
"924","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",2002,"< 100 DM","4  <= ... < 7 years",3,"none",4,"building society savings agreement / life insurance",30,"none","rent",1,"skilled employee / official",2,"yes","yes",1,"Female"
"925","< 0 DM",24,"all credits at this bank paid back duly","furniture / equipment",6872,"< 100 DM","< 1 year",2,"none",1,"building society savings agreement / life insurance",55,"bank","own",1,"skilled employee / official",1,"yes","yes",0,"Female"
"926","< 0 DM",12,"all credits at this bank paid back duly","car (new)",697,"< 100 DM","< 1 year",4,"none",2,"car or other",46,"bank","own",2,"skilled employee / official",1,"yes","yes",0,"Female"
"927","< 0 DM",18,"critical account / other credits existing (not at this bank)","furniture / equipment",1049,"< 100 DM","< 1 year",4,"none",4,"building society savings agreement / life insurance",21,"none","rent",1,"skilled employee / official",1,"none","yes",1,"Male"
"928","< 0 DM",48,"existing credits paid back duly till now","car (used)",10297,"< 100 DM","4  <= ... < 7 years",4,"none",4,"unknown / no property",39,"stores","for free",3,"skilled employee / official",2,"yes","yes",0,"Female"
"929","no checking account",30,"existing credits paid back duly till now","radio / television",1867,"unknown / no savings account",">= 7 years",4,"none",4,"car or other",58,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"930","< 0 DM",12,"delay in paying off in the past","car (new)",1344,"< 100 DM","1  <= ... < 4 years",4,"none",2,"real estate",43,"none","own",2,"unskilled - resident",2,"none","yes",1,"Female"
"931","< 0 DM",24,"existing credits paid back duly till now","furniture / equipment",1747,"< 100 DM","< 1 year",4,"co-applicant",1,"building society savings agreement / life insurance",24,"none","own",1,"unskilled - resident",1,"none","no",1,"Female"
"932","0 < ... <  200 DM",9,"existing credits paid back duly till now","radio / television",1670,"< 100 DM","< 1 year",4,"none",2,"car or other",22,"none","own",1,"skilled employee / official",1,"yes","yes",0,"Male"
"933","no checking account",9,"critical account / other credits existing (not at this bank)","car (new)",1224,"< 100 DM","1  <= ... < 4 years",3,"none",1,"real estate",30,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"934","no checking account",12,"critical account / other credits existing (not at this bank)","radio / television",522,"500 <= ... < 1000 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",42,"none","own",2,"skilled employee / official",2,"yes","yes",1,"Female"
"935","< 0 DM",12,"existing credits paid back duly till now","radio / television",1498,"< 100 DM","1  <= ... < 4 years",4,"none",1,"car or other",23,"bank","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"936","0 < ... <  200 DM",30,"delay in paying off in the past","radio / television",1919,"100 <= ... <  500 DM","< 1 year",4,"none",3,"unknown / no property",30,"stores","own",2,"management / self-employed / highly qualified employee / officer",1,"none","yes",0,"Female"
"937",">= 200 DM",9,"existing credits paid back duly till now","radio / television",745,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",28,"none","own",1,"unskilled - resident",1,"none","yes",0,"Male"
"938","0 < ... <  200 DM",6,"existing credits paid back duly till now","radio / television",2063,"< 100 DM","< 1 year",4,"none",3,"car or other",30,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"939","0 < ... <  200 DM",60,"existing credits paid back duly till now","education",6288,"< 100 DM","1  <= ... < 4 years",4,"none",4,"unknown / no property",42,"none","for free",1,"skilled employee / official",1,"none","yes",0,"Female"
"940","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",6842,"unknown / no savings account","1  <= ... < 4 years",2,"none",4,"building society savings agreement / life insurance",46,"none","own",2,"management / self-employed / highly qualified employee / officer",2,"yes","yes",1,"Female"
"941","no checking account",12,"existing credits paid back duly till now","car (new)",3527,"unknown / no savings account","< 1 year",2,"none",3,"building society savings agreement / life insurance",45,"none","own",1,"management / self-employed / highly qualified employee / officer",2,"yes","yes",1,"Female"
"942","no checking account",10,"existing credits paid back duly till now","car (new)",1546,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",31,"none","own",1,"unskilled - resident",2,"none","no",1,"Female"
"943","no checking account",24,"existing credits paid back duly till now","furniture / equipment",929,"unknown / no savings account","4  <= ... < 7 years",4,"none",2,"car or other",31,"stores","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"944","no checking account",4,"critical account / other credits existing (not at this bank)","car (new)",1455,"< 100 DM","4  <= ... < 7 years",2,"none",1,"real estate",42,"none","own",3,"unskilled - resident",2,"none","yes",1,"Female"
